call_id,hcp_id,rep_id,call_date,call_note_raw,call_summary_target,agent_summary,agent_sentiment,agent_topics,agent_next_action,agent_compliance_flag,agent_competitor_flag
CALL_000109,HCP_03542,REP_002,2024-01-22,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised safety concern and mentioned cost too high.,"HCP discussed safety concerns and high cost, aligned on sending clinical reprint.",High,"Safety, Efficacy",Send clinical reprint,False,False
CALL_000110,HCP_02973,REP_011,2024-01-24,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised efficacy improvement and mentioned formulary restrictions.,"HCP discussed efficacy improvement and formulary restrictions, aligning on sending clinical reprint.",Medium,"Efficacy, Access / Prior Auth",Send clinical reprint,False,False
CALL_000111,HCP_01600,REP_008,2024-02-09,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised new indication and mentioned needs more data.,"HCP discussed new indication and needs more data, aligned on connecting with MSL.",Medium,"New Indication, Efficacy",Connect with MSL,False,False
CALL_000112,HCP_04735,REP_027,2024-06-06,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised access / prior auth and mentioned no suitable patients yet.,"HCP discussed access/prior auth and study results, showing low interest in the product.",Low,"Access / Prior Auth, Efficacy",Share copay info,False,False
CALL_000113,HCP_01216,REP_027,2024-01-13,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised side effect management and mentioned workflow complexity.,"HCP discussed side effect management, workflow complexity, and study results, with high interest in the product.",High,"Safety, Efficacy",Wait for formulary decision,False,False
CALL_000114,HCP_02707,REP_032,2024-02-12,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised side effect management and mentioned needs more data.,"HCP discussed side effect management and needs more data, with low interest level in the product.",Low,"Safety, Efficacy",Schedule follow-up visit,True,False
CALL_000115,HCP_04101,REP_006,2024-01-17,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised safety concern and mentioned workflow complexity.,"HCP discussed safety concerns and workflow complexity, and aligned on providing starter kits.",High,"Safety, Efficacy",Provide starter kits,False,False
CALL_000116,HCP_01249,REP_025,2024-01-26,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised patient support program and mentioned cost too high.,"HCP discussed patient support program, study results, and cost concerns, with a medium interest level.",Medium,"Patient Support Program, Efficacy",Send clinical reprint,False,False
CALL_000117,HCP_02098,REP_049,2024-03-26,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised efficacy improvement and mentioned workflow complexity.,"HCP discussed efficacy improvement and workflow complexity, with high interest level.",High,Efficacy,Schedule follow-up visit,False,False
CALL_000118,HCP_02337,REP_074,2024-02-02,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised access / prior auth and mentioned formulary restrictions.,"HCP discussed access and prior auth, and showed high interest in the product.",High,"Access / Prior Auth, Efficacy",Schedule follow-up visit,False,False
CALL_000119,HCP_04873,REP_061,2024-01-17,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised patient support program and mentioned needs more data.,"HCP discussed patient support program and study results, showing low interest.",Low,"Patient Support Program, Efficacy",Schedule follow-up visit,False,False
CALL_000120,HCP_02684,REP_029,2024-02-01,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised patient support program and mentioned no suitable patients yet.,"HCP discussed patient support program and study results, showing medium interest.",Medium,"Patient Support Program, Efficacy",Share copay info,False,False
CALL_000121,HCP_03131,REP_071,2024-02-12,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised patient support program and mentioned needs more data.,"HCP discussed patient support program and study results, showing low interest.",Low,"Patient Support Program, Efficacy",Send clinical reprint,False,False
CALL_000122,HCP_00280,REP_059,2024-02-28,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised safety concern and mentioned cost too high.,"HCP discussed safety concerns and high product cost, aligning on sending clinical reprints.",High,"Safety, Access / Prior Auth",Send clinical reprint,False,False
CALL_000123,HCP_04834,REP_029,2024-04-04,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised new indication and mentioned cost too high.,HCP discussed new indication and cost concerns with low interest level,Low,"New Indication, Efficacy",Schedule follow-up visit,False,False
CALL_000124,HCP_01810,REP_057,2024-03-18,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised patient support program and mentioned needs more data.,"HCP discussed patient support program and study results, showing high interest in the product.",High,"Patient Support Program, Efficacy",Provide starter kits,False,False
CALL_000125,HCP_04396,REP_027,2024-01-07,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised safety concern and mentioned workflow complexity.,"HCP discussed safety concerns and workflow complexity, and aligned on sending clinical reprint.",High,"Safety, Efficacy",Send clinical reprint,False,False
CALL_000126,HCP_00476,REP_061,2024-01-17,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised side effect management and mentioned needs more data.,"HCP discussed side effect management and needs more data, awaiting formulary decision.",Low,"Safety, Efficacy",Wait for formulary decision,False,False
CALL_000127,HCP_01297,REP_016,2024-01-02,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised efficacy improvement and mentioned no suitable patients yet.,HCP discussed efficacy improvement and study results with high interest level.,High,Efficacy,Share copay info,False,False
CALL_000128,HCP_04385,REP_018,2024-02-06,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised safety concern and mentioned workflow complexity.,"HCP discussed safety concerns and workflow complexity, aligning to connect with MSL.",Medium,"Safety, Efficacy",Connect with MSL,False,False
CALL_000129,HCP_01995,REP_012,2024-02-12,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised safety concern and mentioned cost too high.,"HCP discussed safety concerns and high cost, showed low interest in the product.",Low,"Safety, Access / Prior Auth",Connect with MSL,False,False
CALL_000130,HCP_00171,REP_028,2024-01-01,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised safety concern and mentioned needs more data.,HCP raised safety concern and discussed study results,Medium,"Safety, Efficacy",Share copay info,False,False
CALL_000131,HCP_04120,REP_058,2024-01-12,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised safety concern and mentioned workflow complexity.,ERROR,,,,,
CALL_000132,HCP_04478,REP_000,2024-03-26,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised access / prior auth and mentioned formulary restrictions.,ERROR,,,,,
CALL_000133,HCP_02760,REP_031,2024-01-02,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised side effect management and mentioned workflow complexity.,ERROR,,,,,
CALL_000134,HCP_01739,REP_011,2024-01-17,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised new indication and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000135,HCP_00642,REP_002,2024-01-03,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised access / prior auth and mentioned formulary restrictions.,ERROR,,,,,
CALL_000136,HCP_01528,REP_077,2024-01-29,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised new indication and mentioned prefers competitor.,ERROR,,,,,
CALL_000137,HCP_00936,REP_046,2024-02-09,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised new indication and mentioned cost too high.,ERROR,,,,,
CALL_000138,HCP_02017,REP_071,2024-01-06,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised new indication and mentioned prefers competitor.,ERROR,,,,,
CALL_000139,HCP_00629,REP_073,2024-01-09,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised safety concern and mentioned cost too high.,ERROR,,,,,
CALL_000140,HCP_03742,REP_042,2024-05-03,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised patient support program and mentioned needs more data.,ERROR,,,,,
CALL_000141,HCP_01869,REP_033,2024-04-06,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised safety concern and mentioned workflow complexity.,ERROR,,,,,
CALL_000142,HCP_03287,REP_032,2024-03-12,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised new indication and mentioned workflow complexity.,ERROR,,,,,
CALL_000143,HCP_02526,REP_054,2024-01-05,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised efficacy improvement and mentioned cost too high.,ERROR,,,,,
CALL_000144,HCP_04222,REP_009,2024-01-08,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised access / prior auth and mentioned formulary restrictions.,ERROR,,,,,
CALL_000145,HCP_02253,REP_034,2024-04-12,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised patient support program and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000146,HCP_04714,REP_007,2024-01-10,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised efficacy improvement and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000147,HCP_03872,REP_013,2024-01-23,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised efficacy improvement and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000148,HCP_04599,REP_042,2024-01-09,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised new indication and mentioned prefers competitor.,ERROR,,,,,
CALL_000149,HCP_02918,REP_068,2024-03-24,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised efficacy improvement and mentioned prefers competitor.,ERROR,,,,,
CALL_000150,HCP_03667,REP_015,2024-02-17,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised new indication and mentioned cost too high.,ERROR,,,,,
CALL_000151,HCP_03329,REP_062,2024-03-13,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised safety concern and mentioned formulary restrictions.,ERROR,,,,,
CALL_000152,HCP_04369,REP_039,2024-01-09,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised efficacy improvement and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000153,HCP_00524,REP_077,2024-03-15,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised access / prior auth and mentioned cost too high.,ERROR,,,,,
CALL_000154,HCP_02156,REP_005,2024-04-27,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised efficacy improvement and mentioned needs more data.,ERROR,,,,,
CALL_000155,HCP_00145,REP_002,2024-02-12,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised side effect management and mentioned prefers competitor.,ERROR,,,,,
CALL_000156,HCP_02146,REP_074,2024-01-04,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised safety concern and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000157,HCP_03465,REP_063,2024-01-02,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised access / prior auth and mentioned prefers competitor.,ERROR,,,,,
CALL_000158,HCP_00883,REP_060,2024-01-30,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised access / prior auth and mentioned cost too high.,ERROR,,,,,
CALL_000159,HCP_00579,REP_029,2024-01-01,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised patient support program and mentioned formulary restrictions.,ERROR,,,,,
CALL_000160,HCP_03735,REP_018,2024-02-13,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised new indication and mentioned cost too high.,ERROR,,,,,
CALL_000161,HCP_01569,REP_058,2024-06-25,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised efficacy improvement and mentioned needs more data.,ERROR,,,,,
CALL_000162,HCP_01872,REP_049,2024-01-28,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised access / prior auth and mentioned needs more data.,ERROR,,,,,
CALL_000163,HCP_04595,REP_061,2024-01-26,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised new indication and mentioned workflow complexity.,ERROR,,,,,
CALL_000164,HCP_04654,REP_022,2024-01-17,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised efficacy improvement and mentioned cost too high.,ERROR,,,,,
CALL_000165,HCP_04287,REP_018,2024-02-16,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised new indication and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000166,HCP_04565,REP_074,2024-04-24,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised efficacy improvement and mentioned workflow complexity.,ERROR,,,,,
CALL_000167,HCP_00312,REP_055,2024-03-02,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised patient support program and mentioned formulary restrictions.,ERROR,,,,,
CALL_000168,HCP_00955,REP_017,2024-01-21,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised access / prior auth and mentioned formulary restrictions.,ERROR,,,,,
CALL_000169,HCP_01486,REP_001,2024-01-15,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised safety concern and mentioned workflow complexity.,ERROR,,,,,
CALL_000170,HCP_03914,REP_021,2024-01-31,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised access / prior auth and mentioned cost too high.,ERROR,,,,,
CALL_000171,HCP_04320,REP_008,2024-02-25,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised safety concern and mentioned workflow complexity.,ERROR,,,,,
CALL_000172,HCP_01362,REP_018,2024-01-01,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised new indication and mentioned needs more data.,ERROR,,,,,
CALL_000173,HCP_01167,REP_013,2024-02-04,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised new indication and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000174,HCP_01141,REP_024,2024-02-25,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised access / prior auth and mentioned prefers competitor.,ERROR,,,,,
CALL_000175,HCP_00571,REP_074,2024-01-02,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised access / prior auth and mentioned prefers competitor.,ERROR,,,,,
CALL_000176,HCP_01009,REP_022,2024-03-27,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised safety concern and mentioned workflow complexity.,ERROR,,,,,
CALL_000177,HCP_03132,REP_071,2024-02-09,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised patient support program and mentioned cost too high.,ERROR,,,,,
CALL_000178,HCP_01663,REP_038,2024-01-26,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised access / prior auth and mentioned prefers competitor.,ERROR,,,,,
CALL_000179,HCP_00372,REP_028,2024-01-24,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised patient support program and mentioned cost too high.,ERROR,,,,,
CALL_000180,HCP_03565,REP_052,2024-02-10,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised patient support program and mentioned cost too high.,ERROR,,,,,
CALL_000181,HCP_02161,REP_037,2024-01-02,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised side effect management and mentioned prefers competitor.,ERROR,,,,,
CALL_000182,HCP_00131,REP_065,2024-02-08,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised safety concern and mentioned workflow complexity.,ERROR,,,,,
CALL_000183,HCP_01802,REP_013,2024-02-28,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised efficacy improvement and mentioned cost too high.,ERROR,,,,,
CALL_000184,HCP_03136,REP_019,2024-01-05,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised access / prior auth and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000185,HCP_02601,REP_034,2024-03-08,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised access / prior auth and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000186,HCP_04506,REP_032,2024-04-30,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised side effect management and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000187,HCP_04966,REP_064,2024-02-11,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised patient support program and mentioned needs more data.,ERROR,,,,,
CALL_000188,HCP_00252,REP_032,2024-04-01,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised patient support program and mentioned formulary restrictions.,ERROR,,,,,
CALL_000189,HCP_02707,REP_038,2024-01-25,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised side effect management and mentioned needs more data.,ERROR,,,,,
CALL_000190,HCP_01529,REP_048,2024-02-22,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised patient support program and mentioned cost too high.,ERROR,,,,,
CALL_000191,HCP_01763,REP_062,2024-03-13,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised patient support program and mentioned formulary restrictions.,ERROR,,,,,
CALL_000192,HCP_00804,REP_010,2024-06-09,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised new indication and mentioned prefers competitor.,ERROR,,,,,
CALL_000193,HCP_00812,REP_063,2024-03-17,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised new indication and mentioned cost too high.,ERROR,,,,,
CALL_000194,HCP_04743,REP_063,2024-02-07,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised access / prior auth and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000195,HCP_04886,REP_022,2024-04-18,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised efficacy improvement and mentioned formulary restrictions.,ERROR,,,,,
CALL_000196,HCP_01739,REP_041,2024-01-13,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised efficacy improvement and mentioned workflow complexity.,ERROR,,,,,
CALL_000197,HCP_03352,REP_036,2024-01-02,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised safety concern and mentioned needs more data.,ERROR,,,,,
CALL_000198,HCP_01823,REP_036,2024-01-05,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised access / prior auth and mentioned prefers competitor.,ERROR,,,,,
CALL_000199,HCP_03903,REP_064,2024-02-20,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised side effect management and mentioned workflow complexity.,ERROR,,,,,
CALL_000200,HCP_03714,REP_077,2024-01-04,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised side effect management and mentioned cost too high.,ERROR,,,,,
CALL_000201,HCP_03168,REP_031,2024-03-03,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised new indication and mentioned workflow complexity.,ERROR,,,,,
CALL_000202,HCP_01269,REP_049,2024-01-12,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised new indication and mentioned workflow complexity.,ERROR,,,,,
CALL_000203,HCP_01569,REP_022,2024-01-03,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised efficacy improvement and mentioned formulary restrictions.,ERROR,,,,,
CALL_000204,HCP_03910,REP_033,2024-01-19,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised safety concern and mentioned needs more data.,ERROR,,,,,
CALL_000205,HCP_00509,REP_057,2024-01-05,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised new indication and mentioned cost too high.,ERROR,,,,,
CALL_000206,HCP_01879,REP_064,2024-01-26,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised safety concern and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000207,HCP_01435,REP_069,2024-01-08,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised access / prior auth and mentioned workflow complexity.,ERROR,,,,,
CALL_000208,HCP_00991,REP_012,2024-01-13,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised patient support program and mentioned needs more data.,ERROR,,,,,
CALL_000209,HCP_03029,REP_052,2024-02-12,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised efficacy improvement and mentioned needs more data.,ERROR,,,,,
CALL_000210,HCP_04236,REP_041,2024-05-01,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised new indication and mentioned cost too high.,ERROR,,,,,
CALL_000211,HCP_03825,REP_020,2024-01-19,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised safety concern and mentioned workflow complexity.,ERROR,,,,,
CALL_000212,HCP_00188,REP_030,2024-01-07,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised safety concern and mentioned formulary restrictions.,ERROR,,,,,
CALL_000213,HCP_04073,REP_018,2024-01-08,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised safety concern and mentioned needs more data.,ERROR,,,,,
CALL_000214,HCP_02124,REP_068,2024-01-24,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised access / prior auth and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000215,HCP_04906,REP_034,2024-02-27,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised side effect management and mentioned workflow complexity.,ERROR,,,,,
CALL_000216,HCP_00849,REP_070,2024-01-01,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised access / prior auth and mentioned prefers competitor.,ERROR,,,,,
CALL_000217,HCP_00504,REP_017,2024-01-08,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised efficacy improvement and mentioned cost too high.,ERROR,,,,,
CALL_000218,HCP_01645,REP_014,2024-03-01,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised new indication and mentioned workflow complexity.,ERROR,,,,,
CALL_000219,HCP_00241,REP_067,2024-04-06,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised access / prior auth and mentioned cost too high.,ERROR,,,,,
CALL_000220,HCP_00188,REP_060,2024-01-29,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised side effect management and mentioned needs more data.,ERROR,,,,,
CALL_000221,HCP_02986,REP_036,2024-02-15,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised safety concern and mentioned needs more data.,ERROR,,,,,
CALL_000222,HCP_02534,REP_018,2024-01-24,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised access / prior auth and mentioned workflow complexity.,ERROR,,,,,
CALL_000223,HCP_00927,REP_073,2024-01-28,HCP raised patient support program and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised patient support program and mentioned workflow complexity.,ERROR,,,,,
CALL_000224,HCP_03057,REP_062,2024-02-05,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised new indication and mentioned prefers competitor.,ERROR,,,,,
CALL_000225,HCP_04340,REP_023,2024-01-05,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised new indication and mentioned needs more data.,ERROR,,,,,
CALL_000226,HCP_01226,REP_027,2024-01-04,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised safety concern and mentioned no suitable patients yet.,ERROR,,,,,
