call_id,hcp_id,rep_id,call_date,call_note_raw,call_summary_target
CALL_001292,HCP_03018,REP_027,2024-02-16,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised safety concern and mentioned no suitable patients yet.
CALL_001293,HCP_03327,REP_072,2024-01-06,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised efficacy improvement and mentioned workflow complexity.
CALL_001294,HCP_04917,REP_052,2024-02-10,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised access / prior auth and mentioned cost too high.
CALL_001295,HCP_00350,REP_069,2024-03-23,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised efficacy improvement and mentioned formulary restrictions.
CALL_001296,HCP_00630,REP_064,2024-02-15,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised new indication and mentioned prefers competitor.
CALL_001297,HCP_03298,REP_014,2024-01-14,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised new indication and mentioned formulary restrictions.
CALL_001298,HCP_03949,REP_029,2024-03-08,HCP raised patient support program and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised patient support program and mentioned workflow complexity.
CALL_001299,HCP_04940,REP_073,2024-03-09,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised safety concern and mentioned needs more data.
CALL_001300,HCP_03943,REP_009,2024-01-03,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised side effect management and mentioned no suitable patients yet.
CALL_001301,HCP_03007,REP_070,2024-01-05,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_001302,HCP_00871,REP_059,2024-02-28,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised side effect management and mentioned formulary restrictions.
CALL_001303,HCP_02873,REP_019,2024-01-30,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised new indication and mentioned no suitable patients yet.
CALL_001304,HCP_03379,REP_021,2024-01-26,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised safety concern and mentioned workflow complexity.
CALL_001305,HCP_00052,REP_079,2024-01-08,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised side effect management and mentioned cost too high.
CALL_001306,HCP_00510,REP_024,2024-02-16,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised access / prior auth and mentioned no suitable patients yet.
CALL_001307,HCP_04345,REP_002,2024-01-22,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised safety concern and mentioned cost too high.
CALL_001308,HCP_01448,REP_058,2024-02-06,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised access / prior auth and mentioned workflow complexity.
CALL_001309,HCP_04034,REP_071,2024-02-09,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised side effect management and mentioned cost too high.
CALL_001310,HCP_00941,REP_036,2024-01-13,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised new indication and mentioned formulary restrictions.
CALL_001311,HCP_02961,REP_065,2024-01-19,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised patient support program and mentioned prefers competitor.
CALL_001312,HCP_04326,REP_035,2024-01-26,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised efficacy improvement and mentioned prefers competitor.
CALL_001313,HCP_03285,REP_068,2024-03-17,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised new indication and mentioned needs more data.
CALL_001314,HCP_04910,REP_055,2024-01-03,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised side effect management and mentioned workflow complexity.
CALL_001315,HCP_00109,REP_075,2024-01-11,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised new indication and mentioned cost too high.
CALL_001316,HCP_04908,REP_048,2024-02-08,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised patient support program and mentioned needs more data.
CALL_001317,HCP_01497,REP_012,2024-06-15,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised safety concern and mentioned no suitable patients yet.
CALL_001318,HCP_01691,REP_053,2024-02-06,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised side effect management and mentioned cost too high.
CALL_001319,HCP_02379,REP_026,2024-01-22,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised patient support program and mentioned no suitable patients yet.
CALL_001320,HCP_04163,REP_072,2024-01-05,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised patient support program and mentioned no suitable patients yet.
CALL_001321,HCP_01030,REP_038,2024-01-25,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised new indication and mentioned needs more data.
CALL_001322,HCP_00764,REP_016,2024-01-20,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised patient support program and mentioned needs more data.
CALL_001323,HCP_04342,REP_004,2024-01-02,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_001324,HCP_01986,REP_039,2024-01-03,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised side effect management and mentioned cost too high.
CALL_001325,HCP_04933,REP_016,2024-02-01,HCP raised safety concern and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised safety concern and mentioned prefers competitor.
CALL_001326,HCP_00320,REP_040,2024-01-18,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised new indication and mentioned cost too high.
CALL_001327,HCP_02256,REP_069,2024-01-01,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised patient support program and mentioned no suitable patients yet.
CALL_001328,HCP_00412,REP_033,2024-02-24,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised patient support program and mentioned needs more data.
CALL_001329,HCP_02770,REP_016,2024-02-01,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised efficacy improvement and mentioned no suitable patients yet.
CALL_001330,HCP_01375,REP_028,2024-03-24,HCP raised patient support program and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised patient support program and mentioned workflow complexity.
CALL_001331,HCP_02392,REP_037,2024-03-03,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised access / prior auth and mentioned cost too high.
CALL_001332,HCP_04741,REP_009,2024-01-09,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised safety concern and mentioned cost too high.
CALL_001333,HCP_02738,REP_041,2024-01-14,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised safety concern and mentioned workflow complexity.
CALL_001334,HCP_04883,REP_031,2024-01-17,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised safety concern and mentioned workflow complexity.
CALL_001335,HCP_03166,REP_056,2024-01-17,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised patient support program and mentioned no suitable patients yet.
CALL_001336,HCP_02775,REP_034,2024-01-07,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised patient support program and mentioned prefers competitor.
CALL_001337,HCP_03050,REP_058,2024-02-05,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised safety concern and mentioned no suitable patients yet.
CALL_001338,HCP_00212,REP_036,2024-05-05,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised new indication and mentioned formulary restrictions.
CALL_001339,HCP_04786,REP_068,2024-02-06,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised access / prior auth and mentioned cost too high.
CALL_001340,HCP_03275,REP_011,2024-04-05,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised efficacy improvement and mentioned needs more data.
CALL_001341,HCP_02965,REP_065,2024-01-19,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised new indication and mentioned needs more data.
CALL_001342,HCP_04449,REP_035,2024-01-27,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised efficacy improvement and mentioned no suitable patients yet.
CALL_001343,HCP_03736,REP_033,2024-02-07,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised safety concern and mentioned workflow complexity.
CALL_001344,HCP_03001,REP_067,2024-01-23,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised safety concern and mentioned needs more data.
CALL_001345,HCP_04380,REP_020,2024-01-04,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised efficacy improvement and mentioned prefers competitor.
CALL_001346,HCP_01329,REP_020,2024-02-20,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised access / prior auth and mentioned needs more data.
CALL_001347,HCP_04265,REP_047,2024-01-01,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised access / prior auth and mentioned cost too high.
CALL_001348,HCP_02607,REP_074,2024-01-23,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised efficacy improvement and mentioned formulary restrictions.
CALL_001349,HCP_04266,REP_050,2024-01-10,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised new indication and mentioned needs more data.
CALL_001350,HCP_03047,REP_020,2024-04-14,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised new indication and mentioned no suitable patients yet.
CALL_001351,HCP_02865,REP_072,2024-01-17,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised access / prior auth and mentioned prefers competitor.
CALL_001352,HCP_04826,REP_048,2024-01-26,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised side effect management and mentioned prefers competitor.
CALL_001353,HCP_00924,REP_032,2024-06-06,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised patient support program and mentioned cost too high.
CALL_001354,HCP_02717,REP_032,2024-01-24,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised access / prior auth and mentioned prefers competitor.
CALL_001355,HCP_01531,REP_042,2024-01-07,HCP raised safety concern and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised safety concern and mentioned prefers competitor.
CALL_001356,HCP_02475,REP_052,2024-01-04,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised side effect management and mentioned needs more data.
CALL_001357,HCP_02228,REP_054,2024-03-18,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised patient support program and mentioned cost too high.
CALL_001358,HCP_04490,REP_066,2024-03-13,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised access / prior auth and mentioned prefers competitor.
CALL_001359,HCP_03638,REP_078,2024-02-20,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised side effect management and mentioned formulary restrictions.
CALL_001360,HCP_04476,REP_026,2024-02-21,HCP raised safety concern and mentioned prefers competitor. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised safety concern and mentioned prefers competitor.
CALL_001361,HCP_00941,REP_011,2024-01-03,HCP raised safety concern and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised safety concern and mentioned prefers competitor.
CALL_001362,HCP_02794,REP_014,2024-01-16,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised efficacy improvement and mentioned formulary restrictions.
CALL_001363,HCP_03599,REP_044,2024-01-15,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised new indication and mentioned prefers competitor.
CALL_001364,HCP_02831,REP_018,2024-04-19,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised access / prior auth and mentioned prefers competitor.
CALL_001365,HCP_03627,REP_065,2024-01-14,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised new indication and mentioned workflow complexity.
CALL_001366,HCP_01507,REP_008,2024-09-28,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised side effect management and mentioned cost too high.
CALL_001367,HCP_02699,REP_029,2024-01-17,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised side effect management and mentioned workflow complexity.
CALL_001368,HCP_02418,REP_030,2024-01-29,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised patient support program and mentioned prefers competitor.
CALL_001369,HCP_02212,REP_000,2024-03-31,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised patient support program and mentioned formulary restrictions.
CALL_001370,HCP_04156,REP_040,2024-06-19,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised new indication and mentioned cost too high.
CALL_001371,HCP_00023,REP_015,2024-03-01,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised new indication and mentioned needs more data.
CALL_001372,HCP_03009,REP_076,2024-01-11,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised patient support program and mentioned needs more data.
CALL_001373,HCP_02470,REP_060,2024-03-25,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised access / prior auth and mentioned workflow complexity.
CALL_001374,HCP_03763,REP_056,2024-01-09,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised access / prior auth and mentioned workflow complexity.
CALL_001375,HCP_03791,REP_030,2024-02-12,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised side effect management and mentioned workflow complexity.
CALL_001376,HCP_01192,REP_027,2024-01-20,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised side effect management and mentioned formulary restrictions.
CALL_001377,HCP_01302,REP_026,2024-01-19,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised access / prior auth and mentioned prefers competitor.
CALL_001378,HCP_02912,REP_021,2024-02-02,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised efficacy improvement and mentioned needs more data.
CALL_001379,HCP_03125,REP_014,2024-02-16,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised safety concern and mentioned workflow complexity.
CALL_001380,HCP_02694,REP_020,2024-02-19,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised efficacy improvement and mentioned no suitable patients yet.
CALL_001381,HCP_03006,REP_006,2024-01-13,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised safety concern and mentioned needs more data.
CALL_001382,HCP_00198,REP_011,2024-01-06,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised safety concern and mentioned needs more data.
CALL_001383,HCP_01410,REP_026,2024-01-16,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised patient support program and mentioned formulary restrictions.
CALL_001384,HCP_03835,REP_070,2024-03-23,HCP raised patient support program and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised patient support program and mentioned workflow complexity.
CALL_001385,HCP_03882,REP_069,2024-01-24,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised new indication and mentioned formulary restrictions.
CALL_001386,HCP_04441,REP_063,2024-01-31,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised access / prior auth and mentioned workflow complexity.
CALL_001387,HCP_03582,REP_070,2024-02-17,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised efficacy improvement and mentioned workflow complexity.
CALL_001388,HCP_02846,REP_057,2024-03-02,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised access / prior auth and mentioned cost too high.
CALL_001389,HCP_01850,REP_022,2024-02-28,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised new indication and mentioned formulary restrictions.
CALL_001390,HCP_01719,REP_017,2024-02-13,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised safety concern and mentioned cost too high.
CALL_001391,HCP_02528,REP_058,2024-01-28,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised side effect management and mentioned needs more data.
CALL_001392,HCP_04330,REP_010,2024-01-08,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised side effect management and mentioned formulary restrictions.
CALL_001393,HCP_00445,REP_040,2024-02-29,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised efficacy improvement and mentioned formulary restrictions.
CALL_001394,HCP_01105,REP_008,2024-04-09,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised patient support program and mentioned formulary restrictions.
CALL_001395,HCP_01655,REP_065,2024-04-15,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised efficacy improvement and mentioned cost too high.
CALL_001396,HCP_01713,REP_079,2024-03-13,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised patient support program and mentioned formulary restrictions.
CALL_001397,HCP_00335,REP_013,2024-01-07,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised side effect management and mentioned no suitable patients yet.
CALL_001398,HCP_03726,REP_034,2024-01-10,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised efficacy improvement and mentioned needs more data.
CALL_001399,HCP_01826,REP_067,2024-01-11,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_001400,HCP_00794,REP_046,2024-02-18,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised new indication and mentioned no suitable patients yet.
CALL_001401,HCP_02135,REP_068,2024-02-03,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised new indication and mentioned needs more data.
CALL_001402,HCP_02194,REP_053,2024-02-28,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised access / prior auth and mentioned cost too high.
CALL_001403,HCP_02264,REP_023,2024-01-18,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised efficacy improvement and mentioned no suitable patients yet.
CALL_001404,HCP_01301,REP_001,2024-01-02,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised side effect management and mentioned no suitable patients yet.
CALL_001405,HCP_01402,REP_027,2024-01-12,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_001406,HCP_04294,REP_041,2024-01-04,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised patient support program and mentioned cost too high.
CALL_001407,HCP_03363,REP_010,2024-02-13,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised safety concern and mentioned formulary restrictions.
CALL_001408,HCP_03967,REP_035,2024-02-22,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised access / prior auth and mentioned needs more data.
CALL_001409,HCP_04255,REP_068,2024-04-16,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised access / prior auth and mentioned cost too high.
CALL_001410,HCP_00580,REP_022,2024-02-25,HCP raised safety concern and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised safety concern and mentioned prefers competitor.
CALL_001411,HCP_01653,REP_025,2024-01-01,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised side effect management and mentioned formulary restrictions.
CALL_001412,HCP_03723,REP_069,2024-02-21,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised safety concern and mentioned cost too high.
CALL_001413,HCP_02882,REP_000,2024-02-09,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised side effect management and mentioned cost too high.
CALL_001414,HCP_03266,REP_076,2024-04-01,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised new indication and mentioned prefers competitor.
CALL_001415,HCP_03662,REP_066,2024-01-31,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised access / prior auth and mentioned no suitable patients yet.
CALL_001416,HCP_04714,REP_015,2024-01-08,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised efficacy improvement and mentioned formulary restrictions.
CALL_001417,HCP_04873,REP_058,2024-02-25,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised side effect management and mentioned prefers competitor.
CALL_001418,HCP_04367,REP_077,2024-01-04,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised side effect management and mentioned formulary restrictions.
CALL_001419,HCP_00381,REP_063,2024-02-01,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised patient support program and mentioned needs more data.
CALL_001420,HCP_03328,REP_073,2024-01-11,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised safety concern and mentioned cost too high.
CALL_001421,HCP_01880,REP_011,2024-01-09,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised patient support program and mentioned no suitable patients yet.
CALL_001422,HCP_02980,REP_043,2024-01-17,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised efficacy improvement and mentioned prefers competitor.
CALL_001423,HCP_00348,REP_016,2024-03-02,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised side effect management and mentioned prefers competitor.
CALL_001424,HCP_03812,REP_053,2024-07-30,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised side effect management and mentioned formulary restrictions.
CALL_001425,HCP_00986,REP_039,2024-01-31,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised safety concern and mentioned workflow complexity.
CALL_001426,HCP_01994,REP_061,2024-01-01,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised new indication and mentioned needs more data.
CALL_001427,HCP_02691,REP_070,2024-01-30,HCP raised safety concern and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised safety concern and mentioned prefers competitor.
CALL_001428,HCP_00417,REP_054,2024-01-05,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised new indication and mentioned needs more data.
CALL_001429,HCP_02482,REP_041,2024-01-10,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised side effect management and mentioned workflow complexity.
CALL_001430,HCP_03285,REP_037,2024-03-14,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised side effect management and mentioned no suitable patients yet.
CALL_001431,HCP_04140,REP_049,2024-02-25,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised side effect management and mentioned prefers competitor.
CALL_001432,HCP_04771,REP_031,2024-01-28,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised side effect management and mentioned prefers competitor.
